100000000, 7.916933
200000000, 9.676268
300000000, 12.190718
400000000, 16.029563
500000000, 19.516239
600000000, 23.559245
700000000, 26.711453
800000000, 30.247740
900000000, 33.563434
1000000000, 36.633687
1100000000, 40.163538
1200000000, 45.957184
1300000000, 51.010137
1400000000, 55.176352
1500000000, 58.265097
