100000000, 9.279975
200000000, 18.773741
300000000, 27.815804
400000000, 38.488235
600000000, 57.987808
700000000, 70.562546
800000000, 80.235855
900000000, 89.694901
1000000000, 95.775002
1100000000, 105.152634
1200000000, 118.398842
1300000000, 127.744667
1400000000, 143.072540
1500000000, 152.020462
